date,serial_number,model,failure,vault_id,s1_read_error_rate,s2_throughput_performance,s3_spin_up_time,s4_start_stop_count,s5_reallocated_sector_count,s7_seek_error_rate,s8_seek_time_performance,s9_power_on_hours,s10_spin_retry_count,s12_power_cycle_count,s173_wear_leveling_count,s174_unexpected_power_loss_count,s183_sata_downshift_count,s187_reported_uncorrectable_errors,s188_command_timeout,s189_high_fly_writes,s190_airflow_temperature_cel,s191_g_sense_error_rate,s192_power_off_retract_count,s193_load_unload_cycle_count,s194_temperature_celsius,s195_hardware_ecc_recovered,s196_reallocated_event_count,s197_current_pending_sector,s198_offline_uncorrectable,s199_udma_crc_error_count,s200_multi_zone_error_rate,s220_disk_shift,s222_loaded_hours,s223_load_retry_count,s226_load_in_time,s240_head_flying_hours,s241_total_lbas_written,s242_total_lbas_read
2023-04-01T00:00:00.000000,PL1331LAHD96KH,HGST HMS5C4040BLE640,0,1052,0.0,106.0,563.0,11.0,0.0,0.0,42.0,51085.0,0.0,11.0,,,,,,,,,865.0,865.0,32.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZLW18TT2,ST14000NM001G,0,1148,52652864.0,,0.0,7.0,0.0,920504317.0,,22179.0,0.0,7.0,,,,0.0,0.0,,40.0,,2.0,1350.0,40.0,,,0.0,0.0,0.0,0.0,,,,,21910.0,110150220056.0,376963866232.0
2023-04-01T00:00:00.000000,S301178Q,ST4000DM000,0,1003,40651496.0,,0.0,10.0,0.0,549123790.0,,69721.0,0.0,10.0,,,0.0,0.0,0.0,0.0,17.0,0.0,2.0,33151.0,17.0,,,0.0,0.0,0.0,,,,,,69555.0,79224508016.0,442625136701.0
2023-04-01T00:00:00.000000,5PHP9BPD,HGST HUH721212ALE604,0,1061,0.0,92.0,0.0,5.0,0.0,0.0,15.0,17020.0,0.0,5.0,,,,,,,,,602.0,602.0,37.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,10B0A0H1F97G,TOSHIBA MG07ACA14TA,0,1067,0.0,0.0,7866.0,5.0,0.0,0.0,0.0,27432.0,0.0,4.0,,,,,,,,59.0,1.0,64.0,30.0,,0.0,0.0,0.0,0.0,,33554434.0,27329.0,0.0,595.0,0.0,,
2023-04-01T00:00:00.000000,AAG6P2UH,HGST HUH721212ALN604,0,1118,0.0,0.0,381.0,10.0,0.0,0.0,0.0,37514.0,0.0,10.0,,,,,,,,,2135.0,2135.0,38.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,Z4D082KZ,ST6000DX000,0,1002,18957480.0,,0.0,15.0,0.0,5559287542.0,,70148.0,0.0,14.0,,,21.0,0.0,124555952165.0,20.0,23.0,45893.0,0.0,200561.0,23.0,18957480.0,,0.0,0.0,66.0,,,,,,69319.0,95477625416.0,510459011732.0
2023-04-01T00:00:00.000000,70G0A004F97G,TOSHIBA MG07ACA14TA,0,1159,0.0,0.0,7960.0,5.0,0.0,0.0,0.0,19156.0,0.0,5.0,,,,,,,,5.0,3.0,112.0,39.0,,0.0,0.0,0.0,0.0,,168820739.0,19018.0,0.0,590.0,0.0,,
2023-04-01T00:00:00.000000,ZLW0GQ6D,ST12000NM001G,0,1072,160788544.0,,0.0,6.0,0.0,177563882.0,,24517.0,0.0,5.0,,,,0.0,0.0,,32.0,,1.0,1507.0,32.0,,,0.0,0.0,0.0,0.0,,,,,24241.0,98320326768.0,527329820066.0
2023-04-01T00:00:00.000000,ZL2L844F,ST16000NM001G,0,2003,232014680.0,,0.0,3.0,0.0,8406829.0,,12207.0,0.0,3.0,,,,0.0,0.0,,28.0,,1.0,2705.0,28.0,,,0.0,0.0,0.0,0.0,,,,,11411.0,79777469560.0,168749793782.0
2023-04-01T00:00:00.000000,ZA1801ZK,ST8000NM0055,0,1044,51790728.0,,0.0,21.0,0.0,1002061993.0,,50138.0,0.0,21.0,,,,0.0,0.0,0.0,36.0,17019.0,40.0,59644.0,36.0,51790728.0,,0.0,0.0,0.0,,,,,,50085.0,91305556152.0,417795216929.0
2023-04-01T00:00:00.000000,ZA21EKNR,ST10000NM0086,0,1093,89617888.0,,0.0,14.0,5168.0,328092044.0,,48506.0,0.0,12.0,,,,160.0,1.0,70.0,20.0,83495.0,720.0,2281.0,20.0,89617888.0,,0.0,0.0,0.0,0.0,,,,,48253.0,109420963632.0,432912134444.0
2023-04-01T00:00:00.000000,X0GE4EXC,WDC WUH721414ALE6L4,0,1152,0.0,93.0,380.0,4.0,0.0,0.0,18.0,20262.0,0.0,4.0,,,,,,,,,913.0,913.0,42.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZL22X4V3,ST16000NM001G,0,1157,63813464.0,,0.0,3.0,0.0,88624080.0,,19082.0,0.0,3.0,,,,0.0,0.0,,31.0,,1.0,6450.0,31.0,,,0.0,0.0,0.0,0.0,,,,,17640.0,85511158072.0,250980988066.0
2023-04-01T00:00:00.000000,ZLW0GHRH,ST12000NM001G,0,1140,43115648.0,,0.0,8.0,0.0,759107106.0,,24735.0,0.0,8.0,,,,0.0,0.0,,28.0,,1.0,1478.0,28.0,,,0.0,0.0,0.0,0.0,,,,,24488.0,95885111608.0,338240704524.0
2023-04-01T00:00:00.000000,2PGSX5DV,WDC WUH721816ALE6L4,0,3003,0.0,94.0,357.0,9.0,0.0,0.0,15.0,2388.0,0.0,9.0,,,,,,,,,4065.0,4065.0,31.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,PL2331LAHAWKUJ,HGST HMS5C4040BLE640,0,1030,0.0,100.0,0.0,3.0,0.0,0.0,42.0,59745.0,0.0,3.0,,,,,,,,,3.0,3.0,37.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,3070A109F97G,TOSHIBA MG07ACA14TA,0,1116,0.0,0.0,7612.0,5.0,0.0,0.0,0.0,21366.0,0.0,5.0,,,,,,,,0.0,3.0,8.0,29.0,,0.0,0.0,0.0,0.0,,170000386.0,21357.0,0.0,589.0,0.0,,
2023-04-01T00:00:00.000000,5140A006F97G,TOSHIBA MG07ACA14TA,0,1401,0.0,0.0,7793.0,3.0,0.0,0.0,0.0,14008.0,0.0,3.0,,,,,,,,5.0,0.0,131.0,33.0,,0.0,0.0,0.0,0.0,,2228225.0,13323.0,0.0,590.0,0.0,,
2023-04-01T00:00:00.000000,ZTN09XJX,ST12000NM001G,0,1101,86235064.0,,0.0,3.0,0.0,438373804.0,,15837.0,0.0,3.0,,,,0.0,0.0,,25.0,,1.0,902.0,25.0,,,0.0,0.0,0.0,0.0,,,,,15664.0,62642816832.0,203317109713.0
2023-04-01T00:00:00.000000,PL2331LAHD9YEJ,HGST HMS5C4040BLE640,0,1051,0.0,100.0,544.0,15.0,0.0,0.0,42.0,52978.0,0.0,15.0,,,,,,,,,988.0,988.0,32.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,88R0A0F8F97G,TOSHIBA MG07ACA14TA,0,1111,0.0,0.0,7672.0,8.0,0.0,0.0,0.0,39385.0,0.0,8.0,,,,,,,,0.0,1.0,76.0,33.0,,0.0,0.0,0.0,0.0,,1310721.0,39362.0,0.0,536.0,0.0,,
2023-04-01T00:00:00.000000,ZLW0G7JD,ST12000NM001G,0,1140,214617616.0,,0.0,6.0,0.0,627337334.0,,24747.0,0.0,6.0,,,,0.0,0.0,,35.0,,0.0,1490.0,35.0,,,0.0,0.0,0.0,0.0,,,,,24501.0,96701609608.0,278025564180.0
2023-04-01T00:00:00.000000,2CKJEPLJ,WDC WUH721816ALE6L4,0,1169,0.0,96.0,322.0,21.0,0.0,0.0,15.0,9920.0,0.0,21.0,,,,,,,,,950.0,950.0,44.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZA1819EV,ST8000NM0055,0,1044,150003080.0,,0.0,27.0,0.0,518469750.0,,50133.0,0.0,27.0,,,,0.0,0.0,0.0,35.0,18917.0,18.0,66384.0,35.0,150003080.0,,0.0,0.0,0.0,,,,,,50077.0,92376232256.0,430746705920.0
2023-04-01T00:00:00.000000,2140E5D8CF4D,CT250MX500SSD1,0,1407,0.0,,,,0.0,,,8844.0,,4.0,6258.0,0.0,0.0,0.0,,,,,,,40.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZLW18VBM,ST14000NM001G,0,1148,119414560.0,,0.0,8.0,0.0,877738673.0,,22167.0,0.0,8.0,,,,0.0,0.0,,40.0,,3.0,1556.0,40.0,,,0.0,0.0,0.0,0.0,,,,,21873.0,110630219664.0,355554565910.0
2023-04-01T00:00:00.000000,ZL2L8PSQ,ST16000NM001G,0,1167,187154698.0,,0.0,3.0,0.0,15111755.0,,13286.0,0.0,3.0,,,,0.0,0.0,,28.0,,0.0,21920.0,28.0,,,0.0,0.0,0.0,0.0,,,,,5761.0,1801558040.0,1073664870.0
2023-04-01T00:00:00.000000,ZL004L4J,ST12000NM0008,0,1098,44473384.0,,0.0,8.0,0.0,772210795.0,,23017.0,0.0,8.0,,,,0.0,0.0,,25.0,,4.0,1237.0,25.0,44473384.0,,0.0,0.0,0.0,0.0,,,,,22814.0,64153188880.0,255963787231.0
2023-04-01T00:00:00.000000,ZL23002G,ST16000NM001G,0,1157,68823136.0,,0.0,8.0,0.0,153742780.0,,19044.0,0.0,8.0,,,,0.0,0.0,,31.0,,5.0,5392.0,31.0,,,0.0,0.0,0.0,0.0,,,,,17649.0,87073004784.0,238684309894.0
2023-04-01T00:00:00.000000,2CKJBAZJ,WDC WUH721816ALE6L4,0,3000,0.0,92.0,335.0,13.0,0.0,0.0,15.0,5863.0,0.0,13.0,,,,,,,,,2518.0,2518.0,42.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,S300Z10Y,ST4000DM000,0,1005,169281824.0,,0.0,10.0,0.0,885284550.0,,68563.0,0.0,10.0,,,0.0,0.0,0.0,0.0,28.0,0.0,0.0,174639.0,28.0,,,0.0,0.0,0.0,,,,,,67742.0,67566751064.0,461843307925.0
2023-04-01T00:00:00.000000,Z304L8DJ,ST4000DM000,0,1015,59004416.0,,0.0,5.0,0.0,70046847.0,,64558.0,0.0,5.0,,,0.0,0.0,0.0,0.0,25.0,0.0,1.0,11375.0,25.0,,,0.0,0.0,0.0,,,,,,64394.0,67878998376.0,422591763653.0
2023-04-01T00:00:00.000000,ZA13ZB35,ST8000DM002,0,1037,197979040.0,,0.0,12.0,0.0,2700908338.0,,55522.0,0.0,12.0,,,,0.0,0.0,0.0,28.0,8420.0,3.0,68645.0,28.0,197979040.0,,0.0,0.0,0.0,,,,,,55465.0,103184377568.0,412485737292.0
2023-04-01T00:00:00.000000,2BKB8LWN,WDC WUH721816ALE6L4,0,3003,0.0,96.0,350.0,9.0,0.0,0.0,15.0,2383.0,0.0,9.0,,,,,,,,,3935.0,3935.0,44.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,QBH58PJT,WDC WUH721414ALE6L4,0,1077,0.0,92.0,242.0,4.0,0.0,0.0,18.0,21223.0,0.0,3.0,,,,,,,,,616.0,616.0,30.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZL22ZX5T,ST16000NM001G,0,2009,100920952.0,,0.0,31.0,0.0,560212815.0,,9755.0,0.0,31.0,,,,0.0,0.0,,28.0,,10.0,4923.0,28.0,,,0.0,0.0,0.0,0.0,,,,,6863.0,80283528384.0,116843734472.0
2023-04-01T00:00:00.000000,ZL2MLE1E,ST16000NM001G,0,2006,109172744.0,,0.0,4.0,0.0,906023471.0,,11114.0,0.0,4.0,,,,0.0,0.0,,41.0,,2.0,3499.0,41.0,,,0.0,0.0,0.0,0.0,,,,,9744.0,80423877576.0,155772358266.0
2023-04-01T00:00:00.000000,Z304D6RH,ST4000DM000,0,1023,131715152.0,,0.0,6.0,0.0,695035762.0,,52508.0,0.0,6.0,,,0.0,0.0,0.0,0.0,31.0,0.0,1.0,448.0,31.0,,,0.0,0.0,0.0,,,,,,52502.0,40485438760.0,607994703862.0
2023-04-01T00:00:00.000000,PL2331LAHB99YJ,HGST HMS5C4040BLE640,0,1030,0.0,101.0,0.0,4.0,0.0,0.0,42.0,59737.0,0.0,4.0,,,,,,,,,637.0,637.0,32.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZHZ63EDC,ST12000NM0008,0,1068,27155432.0,,0.0,12.0,48.0,554596064.0,,27095.0,0.0,12.0,,,,10.0,0.0,,35.0,,2.0,2612.0,35.0,27155432.0,,0.0,0.0,0.0,0.0,,,,,26662.0,96330574376.0,670299556120.0
2023-04-01T00:00:00.000000,ZLW0GPTT,ST12000NM001G,0,1071,135347392.0,,0.0,6.0,0.0,211130417.0,,25238.0,0.0,6.0,,,,0.0,0.0,,32.0,,1.0,1477.0,32.0,,,0.0,0.0,0.0,0.0,,,,,24936.0,98324080752.0,514117174042.0
2023-04-01T00:00:00.000000,8180A0WCFVKG,TOSHIBA MG08ACA16TA,0,2008,0.0,0.0,7983.0,4.0,0.0,0.0,0.0,7881.0,0.0,4.0,,,,,,,,0.0,3.0,998.0,37.0,,0.0,0.0,0.0,0.0,,135004164.0,6792.0,0.0,529.0,0.0,,
2023-04-01T00:00:00.000000,ZDEC9716,ST500LM030,0,1121,193136536.0,,0.0,19.0,0.0,273425361.0,,35863.0,0.0,19.0,,,,0.0,4295032833.0,0.0,43.0,0.0,7.0,69.0,43.0,,,0.0,0.0,0.0,,,,,,35863.0,154519231528.0,107647810868.0
2023-04-01T00:00:00.000000,ZLW17RW3,ST14000NM001G,0,1146,238549624.0,,0.0,4.0,0.0,405599351.0,,22058.0,0.0,4.0,,,,0.0,0.0,,32.0,,1.0,1708.0,32.0,,,0.0,0.0,0.0,0.0,,,,,21628.0,101614991120.0,305121019866.0
2023-04-01T00:00:00.000000,3WJGZW0J,WDC WUH721816ALE6L4,0,1409,0.0,96.0,352.0,12.0,0.0,0.0,15.0,3843.0,0.0,12.0,,,,,,,,,1412.0,1412.0,29.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,70G0A016F97G,TOSHIBA MG07ACA14TA,0,1115,0.0,0.0,7863.0,8.0,0.0,0.0,0.0,16077.0,0.0,7.0,,,,,,,,0.0,3.0,25.0,32.0,,0.0,0.0,0.0,0.0,,286523394.0,15953.0,0.0,594.0,0.0,,
2023-04-01T00:00:00.000000,51R0A195FVGG,TOSHIBA MG08ACA16TE,0,1165,0.0,0.0,8218.0,28.0,0.0,0.0,0.0,14173.0,0.0,28.0,,,,,,,,0.0,27.0,73.0,33.0,,0.0,0.0,0.0,0.0,,18219010.0,13827.0,0.0,589.0,0.0,,
2023-04-01T00:00:00.000000,2CK81J5N,WDC WUH721816ALE6L4,0,1169,0.0,96.0,337.0,11.0,0.0,0.0,15.0,9852.0,0.0,11.0,,,,,,,,,933.0,933.0,30.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZA17ZNMX,ST8000NM0055,0,1054,4282744.0,,0.0,31.0,0.0,2620929528.0,,49638.0,0.0,31.0,,,,3.0,0.0,0.0,36.0,16985.0,133.0,23207.0,36.0,4282744.0,,8.0,8.0,0.0,,,,,,49568.0,90127252624.0,814403942400.0
2023-04-01T00:00:00.000000,2BJ31AHN,WDC WUH721816ALE6L4,0,1176,0.0,96.0,355.0,7.0,0.0,0.0,15.0,5463.0,0.0,7.0,,,,,,,,,6399.0,6399.0,35.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,7090A02WF97G,TOSHIBA MG07ACA14TA,0,1056,0.0,0.0,7914.0,4.0,0.0,0.0,0.0,21197.0,0.0,4.0,,,,,,,,1.0,1.0,18.0,30.0,,0.0,0.0,0.0,0.0,,34603010.0,21128.0,0.0,591.0,0.0,,
2023-04-01T00:00:00.000000,8190A1LFFV8G,TOSHIBA MG08ACA16TEY,0,2017,0.0,0.0,6976.0,13.0,0.0,0.0,0.0,7387.0,0.0,13.0,,,,,,,,,12.0,389.0,28.0,,0.0,,0.0,0.0,,,,,,,85565057906.0,103477954390.0
2023-04-01T00:00:00.000000,PL1331LAHDZ6WH,HGST HMS5C4040BLE640,0,1025,0.0,102.0,425.0,7.0,0.0,0.0,43.0,60913.0,0.0,7.0,,,,,,,,,665.0,665.0,34.0,,0.0,0.0,0.0,4.0,,,,,,,,
2023-04-01T00:00:00.000000,7190A2ZXFVGG,TOSHIBA MG08ACA16TE,0,2001,0.0,0.0,8141.0,22.0,0.0,0.0,0.0,12257.0,0.0,22.0,,,,,,,,0.0,21.0,258.0,38.0,,0.0,0.0,0.0,0.0,,169869315.0,12198.0,0.0,594.0,0.0,,
2023-04-01T00:00:00.000000,ZL2L9DWF,ST16000NM001G,0,2005,149159872.0,,0.0,2.0,0.0,8577090.0,,12156.0,0.0,2.0,,,,0.0,0.0,,44.0,,0.0,2047.0,44.0,,,0.0,0.0,0.0,0.0,,,,,11388.0,79486295488.0,167002677945.0
2023-04-01T00:00:00.000000,2CKJHR7J,WDC WUH721816ALE6L4,0,1169,0.0,100.0,344.0,14.0,0.0,0.0,15.0,9872.0,0.0,14.0,,,,,,,,,943.0,943.0,34.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,6120A03HF97G,TOSHIBA MG07ACA14TA,0,1401,0.0,0.0,7683.0,4.0,0.0,0.0,0.0,14000.0,0.0,4.0,,,,,,,,53.0,0.0,158.0,35.0,,0.0,0.0,0.0,0.0,,102105091.0,13323.0,0.0,596.0,0.0,,
2023-04-01T00:00:00.000000,70P0A02JFV8G,TOSHIBA MG08ACA16TEY,0,2004,0.0,0.0,5495.0,19.0,0.0,0.0,0.0,21258.0,0.0,19.0,,,,,,,,,18.0,176.0,29.0,,0.0,,0.0,0.0,,,,,,,219955980626.0,410135191858.0
2023-04-01T00:00:00.000000,Z302AKWQ,ST4000DM000,0,1001,108026368.0,,0.0,15.0,0.0,389771703.0,,71398.0,0.0,13.0,,,0.0,0.0,0.0,0.0,19.0,0.0,0.0,56626.0,19.0,,,0.0,0.0,0.0,,,,,,71193.0,77574515152.0,435128323581.0
2023-04-01T00:00:00.000000,ZL0052PT,ST12000NM0008,0,1137,51101104.0,,0.0,3.0,0.0,796228886.0,,25901.0,0.0,3.0,,,,0.0,0.0,,27.0,,1.0,1377.0,27.0,51101104.0,,0.0,0.0,0.0,0.0,,,,,25684.0,96370122272.0,384638773912.0
2023-04-01T00:00:00.000000,ZHZ4T3EP,ST12000NM0008,0,1134,111522832.0,,0.0,13.0,0.0,943887745.0,,28408.0,0.0,13.0,,,,0.0,0.0,,25.0,,1.0,10104.0,25.0,111522832.0,,0.0,0.0,0.0,0.0,,,,,26713.0,95769920320.0,408248815762.0
2023-04-01T00:00:00.000000,X0GEELSC,WDC WUH721414ALE6L4,0,1150,0.0,96.0,74.0,1.0,0.0,0.0,18.0,21528.0,0.0,1.0,,,,,,,,,690.0,690.0,27.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,8190A1AHFVKG,TOSHIBA MG08ACA16TA,0,2008,0.0,0.0,8279.0,4.0,0.0,0.0,0.0,7867.0,0.0,4.0,,,,,,,,0.0,3.0,938.0,45.0,,0.0,0.0,0.0,0.0,,220069896.0,6779.0,0.0,526.0,0.0,,
2023-04-01T00:00:00.000000,2AGNKNJY,HGST HUH721212ALN604,0,1127,0.0,97.0,0.0,4.0,0.0,0.0,18.0,31911.0,0.0,4.0,,,,,,,,,1157.0,1157.0,32.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,ZA14E9MY,ST8000NM0055,0,1055,27625720.0,,0.0,16.0,24.0,1958200591.0,,34695.0,0.0,16.0,,,,0.0,0.0,0.0,39.0,10625.0,73.0,19300.0,39.0,27625720.0,,0.0,0.0,0.0,,,,,,34630.0,60795576168.0,496059640500.0
2023-04-01T00:00:00.000000,Z307BGTA,ST4000DM000,0,1006,136936952.0,,0.0,8.0,0.0,177539631.0,,45691.0,0.0,8.0,,,0.0,0.0,0.0,0.0,22.0,0.0,0.0,166.0,22.0,,,0.0,0.0,0.0,,,,,,45688.0,32943916744.0,359492328444.0
2023-04-01T00:00:00.000000,ZHZ3R843,ST12000NM0008,0,1132,117697464.0,,0.0,7.0,0.0,263925730.0,,30093.0,0.0,7.0,,,,0.0,0.0,,38.0,,297.0,1929.0,38.0,117697464.0,,0.0,0.0,0.0,0.0,,,,,29780.0,103485714592.0,421779587350.0
2023-04-01T00:00:00.000000,2CJUTSPN,WDC WUH721816ALE6L4,0,1409,0.0,96.0,352.0,8.0,0.0,0.0,15.0,3832.0,0.0,8.0,,,,,,,,,2538.0,2538.0,41.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,PL2331LAHDNN4J,HGST HMS5C4040BLE640,0,1026,0.0,100.0,0.0,4.0,0.0,0.0,42.0,60844.0,0.0,4.0,,,,,,,,,53.0,53.0,28.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,51R0A2YPFVGG,TOSHIBA MG08ACA16TE,0,2002,0.0,0.0,8134.0,16.0,0.0,0.0,0.0,12104.0,0.0,16.0,,,,,,,,0.0,15.0,951.0,26.0,,0.0,0.0,0.0,0.0,,33554439.0,12011.0,0.0,597.0,0.0,,
2023-04-01T00:00:00.000000,ZJV3D9K3,ST12000NM0007,0,1128,23361088.0,,0.0,49.0,112.0,718125481.0,,30961.0,0.0,49.0,,,,0.0,0.0,,35.0,,423.0,1655.0,35.0,23361088.0,,0.0,0.0,0.0,0.0,,,,,30726.0,100581736288.0,422147238250.0
2023-04-01T00:00:00.000000,ZL005D3Z,ST12000NM0008,0,1097,32495672.0,,0.0,6.0,0.0,325685933.0,,25270.0,0.0,5.0,,,,0.0,0.0,,26.0,,2.0,3323.0,26.0,32495672.0,,0.0,0.0,0.0,0.0,,,,,24468.0,68341613952.0,270805537877.0
2023-04-01T00:00:00.000000,PL1331LAHD401H,HGST HMS5C4040BLE640,0,1030,0.0,103.0,0.0,3.0,0.0,0.0,42.0,59742.0,0.0,3.0,,,,,,,,,3.0,3.0,35.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,5090A00XF97G,TOSHIBA MG07ACA14TA,0,1074,0.0,0.0,8024.0,2.0,0.0,0.0,0.0,23257.0,0.0,2.0,,,,,,,,18.0,0.0,193.0,32.0,,0.0,0.0,0.0,0.0,,169476099.0,22926.0,0.0,595.0,0.0,,
2023-04-01T00:00:00.000000,8HGAG92Y,HGST HUH721212ALE604,0,1105,0.0,96.0,369.0,15.0,0.0,0.0,18.0,22259.0,0.0,15.0,,,,,,,,,1356.0,1356.0,29.0,,0.0,0.0,0.0,0.0,,,,,,,,
2023-04-01T00:00:00.000000,Z3015CF7,ST4000DM000,0,1024,176926400.0,,0.0,291.0,0.0,4689792113.0,,49004.0,0.0,250.0,,,3.0,0.0,0.0,11.0,31.0,0.0,56.0,142504.0,31.0,,,0.0,0.0,0.0,,,,,,48028.0,62851148421.0,401699807286.0
2023-04-01T00:00:00.000000,7020A08VF97G,TOSHIBA MG07ACA14TA,0,1108,0.0,0.0,7976.0,4.0,0.0,0.0,0.0,17846.0,0.0,4.0,,,,,,,,0.0,2.0,17.0,32.0,,0.0,0.0,0.0,0.0,,101187587.0,17775.0,0.0,592.0,0.0,,
2023-04-01T00:00:00.000000,ZL28RQRX,ST14000NM001G,0,1162,100992248.0,,0.0,4.0,0.0,725656781.0,,15283.0,0.0,4.0,,,,0.0,0.0,,33.0,,1.0,1773.0,33.0,,,0.0,0.0,0.0,0.0,,,,,14756.0,84547985808.0,205836937242.0
